scheme_code,date,nav
125497,2022-08-05,99.6628
125497,2022-08-08,100.8516
125497,2022-08-09,100.6683
125497,2022-08-10,102.8892
125497,2022-08-11,103.4351
125497,2022-08-12,102.7568
125497,2022-08-15,101.9073
125497,2022-08-16,102.3312
125497,2022-08-17,102.179
125497,2022-08-18,102.7933
125497,2022-08-19,103.2133
125497,2022-08-22,103.1841
125497,2022-08-23,102.5161
125497,2022-08-24,101.3045
125497,2022-08-25,100.973
125497,2022-08-26,101.6951
125497,2022-08-29,101.8998
125497,2022-08-30,100.9148
125497,2022-08-31,101.0849
125497,2022-09-01,101.4268
125497,2022-09-02,100.7401
125497,2022-09-05,100.8942
125497,2022-09-06,100.9714
125497,2022-09-07,100.0785
125497,2022-09-08,100.3949
125497,2022-09-09,100.8755
125497,2022-09-12,101.7798
125497,2022-09-13,102.6683
125497,2022-09-14,101.5676
125497,2022-09-15,100.836
125497,2022-09-16,101.2818
125497,2022-09-19,101.7284
125497,2022-09-20,102.1781
125497,2022-09-21,105.3581
125497,2022-09-22,105.8709
125497,2022-09-23,106.8644
125497,2022-09-26,107.7121
125497,2022-09-27,108.3057
125497,2022-09-28,108.065
125497,2022-09-29,108.7536
125497,2022-09-30,108.1138
125497,2022-10-03,107.9414
125497,2022-10-04,107.5547
125497,2022-10-05,107.6574
125497,2022-10-06,109.6832
125497,2022-10-07,108.0777
125497,2022-10-10,108.7035
125497,2022-10-11,107.3336
125497,2022-10-12,106.9606
125497,2022-10-13,107.9245
125497,2022-10-14,108.0123
125497,2022-10-17,107.1135
125497,2022-10-18,106.5326
125497,2022-10-19,107.1438
125497,2022-10-20,106.5499
125497,2022-10-21,106.7664
125497,2022-10-24,106.8373
125497,2022-10-25,106.3125
125497,2022-10-26,108.1678
125497,2022-10-27,108.7488
125497,2022-10-28,107.0196
125497,2022-10-31,107.2113
125497,2022-11-01,106.6759
125497,2022-11-02,107.4353
125497,2022-11-03,106.7864
125497,2022-11-04,106.7204
125497,2022-11-07,107.1836
125497,2022-11-08,107.9581
125497,2022-11-09,106.9538
125497,2022-11-10,106.6997
125497,2022-11-11,106.3263
125497,2022-11-14,105.8025
125497,2022-11-15,107.3285
125497,2022-11-16,107.7084
125497,2022-11-17,106.6543
125497,2022-11-18,107.4694
125497,2022-11-21,109.3262
125497,2022-11-22,110.262
125497,2022-11-23,108.9549
125497,2022-11-24,108.5655
125497,2022-11-25,109.6984
125497,2022-11-28,109.1103
125497,2022-11-29,109.5304
125497,2022-11-30,110.242
125497,2022-12-01,109.4576
125497,2022-12-02,109.4383
125497,2022-12-05,106.6334
125497,2022-12-06,105.7915
125497,2022-12-07,105.6095
125497,2022-12-08,104.587
125497,2022-12-09,105.9842
125497,2022-12-12,104.8034
125497,2022-12-13,104.4659
125497,2022-12-14,104.6065
125497,2022-12-15,105.844
125497,2022-12-16,104.6599
125497,2022-12-19,105.6652
125497,2022-12-20,105.7056
125497,2022-12-21,104.9073
125497,2022-12-22,105.3266
125497,2022-12-23,105.5259
125497,2022-12-26,105.0508
125497,2022-12-27,105.141
125497,2022-12-28,104.8485
125497,2022-12-29,104.9751
125497,2022-12-30,105.5627
125497,2023-01-02,106.9338
125497,2023-01-03,105.9069
125497,2023-01-04,107.7459
125497,2023-01-05,106.0956
125497,2023-01-06,105.9986
125497,2023-01-09,106.5293
125497,2023-01-10,106.8007
125497,2023-01-11,106.3007
125497,2023-01-12,106.1556
125497,2023-01-13,105.7688
125497,2023-01-16,105.3018
125497,2023-01-17,106.0491
125497,2023-01-18,106.3838
125497,2023-01-19,105.826
125497,2023-01-20,106.6194
125497,2023-01-23,106.9135
125497,2023-01-24,107.6408
125497,2023-01-25,108.2153
125497,2023-01-26,107.5301
125497,2023-01-27,107.0805
125497,2023-01-30,107.7527
125497,2023-01-31,108.3112
125497,2023-02-01,108.3256
125497,2023-02-02,108.4598
125497,2023-02-03,109.6009
125497,2023-02-06,109.1151
125497,2023-02-07,109.6254
125497,2023-02-08,109.481
125497,2023-02-09,109.3232
125497,2023-02-10,110.3169
125497,2023-02-13,111.0785
125497,2023-02-14,111.8347
125497,2023-02-15,113.0363
125497,2023-02-16,113.0892
125497,2023-02-17,113.7401
125497,2023-02-20,113.4919
125497,2023-02-21,113.8202
125497,2023-02-22,113.7359
125497,2023-02-23,113.8582
125497,2023-02-24,114.4345
125497,2023-02-27,113.7198
125497,2023-02-28,115.6575
125497,2023-03-01,114.7613
125497,2023-03-02,113.681
125497,2023-03-03,114.7684
125497,2023-03-06,115.5297
125497,2023-03-07,116.1412
125497,2023-03-08,116.7598
125497,2023-03-09,116.7834
125497,2023-03-10,115.9802
125497,2023-03-13,116.0853
125497,2023-03-14,115.4913
125497,2023-03-15,116.4268
125497,2023-03-16,116.3248
125497,2023-03-17,115.5915
125497,2023-03-20,115.329
125497,2023-03-21,115.7446
125497,2023-03-22,115.2573
125497,2023-03-23,114.5337
125497,2023-03-24,114.7914
125497,2023-03-27,115.0508
125497,2023-03-28,114.6187
125497,2023-03-29,114.2212
125497,2023-03-30,114.4675
125497,2023-03-31,113.1757
125497,2023-04-03,111.9354
125497,2023-04-04,111.3256
125497,2023-04-05,111.1689
125497,2023-04-06,111.4788
125497,2023-04-07,112.828
125497,2023-04-10,113.636
125497,2023-04-11,113.5246
125497,2023-04-12,113.5414
125497,2023-04-13,112.6649
125497,2023-04-14,112.682
125497,2023-04-17,112.4556
125497,2023-04-18,112.7796
125497,2023-04-19,112.0671
125497,2023-04-20,112.5664
125497,2023-04-21,113.9804
125497,2023-04-24,113.9154
125497,2023-04-25,114.3157
125497,2023-04-26,114.9811
125497,2023-04-27,114.6466
125497,2023-04-28,114.8865
125497,2023-05-01,114.9325
125497,2023-05-02,115.0568
125497,2023-05-03,114.3798
125497,2023-05-04,114.4366
125497,2023-05-05,114.9268
125497,2023-05-08,116.2955
125497,2023-05-09,117.2228
125497,2023-05-10,119.2772
125497,2023-05-11,118.5808
125497,2023-05-12,119.4439
125497,2023-05-15,119.6549
125497,2023-05-16,121.787
125497,2023-05-17,121.036
125497,2023-05-18,120.2592
125497,2023-05-19,119.7186
125497,2023-05-22,117.7204
125497,2023-05-23,117.2606
125497,2023-05-24,116.5836
125497,2023-05-25,116.7589
125497,2023-05-26,117.1131
125497,2023-05-29,118.906
125497,2023-05-30,119.8458
125497,2023-05-31,119.3286
125497,2023-06-01,118.5068
125497,2023-06-02,119.0087
125497,2023-06-05,117.7874
125497,2023-06-06,119.5486
125497,2023-06-07,120.7124
125497,2023-06-08,120.2956
125497,2023-06-09,118.683
125497,2023-06-12,120.0041
125497,2023-06-13,119.9301
125497,2023-06-14,121.1537
125497,2023-06-15,119.6447
125497,2023-06-16,119.1069
125497,2023-06-19,119.1476
125497,2023-06-20,119.2281
125497,2023-06-21,118.8346
125497,2023-06-22,119.4624
125497,2023-06-23,118.4779
125497,2023-06-26,118.3785
125497,2023-06-27,118.5279
125497,2023-06-28,119.0513
125497,2023-06-29,119.7647
125497,2023-06-30,118.7231
125497,2023-07-03,117.3017
125497,2023-07-04,118.5359
125497,2023-07-05,118.8865
125497,2023-07-06,118.2103
125497,2023-07-07,119.7127
125497,2023-07-10,119.8594
125497,2023-07-11,121.0261
125497,2023-07-12,121.1278
125497,2023-07-13,123.1611
125497,2023-07-14,124.9275
125497,2023-07-17,124.7162
125497,2023-07-18,125.723
125497,2023-07-19,126.4098
125497,2023-07-20,127.8318
125497,2023-07-21,126.8834
125497,2023-07-24,127.6178
125497,2023-07-25,128.7367
125497,2023-07-26,126.964
125497,2023-07-27,125.8002
125497,2023-07-28,123.7857
125497,2023-07-31,123.556
125497,2023-08-01,124.3024
125497,2023-08-02,125.8336
125497,2023-08-03,125.946
125497,2023-08-04,127.6247
125497,2023-08-07,126.2539
125497,2023-08-08,124.5713
125497,2023-08-09,124.5533
125497,2023-08-10,124.9734
125497,2023-08-11,124.9782
125497,2023-08-14,122.9486
125497,2023-08-15,122.8978
125497,2023-08-16,121.6521
125497,2023-08-17,122.3404
125497,2023-08-18,122.7359
125497,2023-08-21,121.8498
125497,2023-08-22,121.3855
125497,2023-08-23,120.3933
125497,2023-08-24,120.3691
125497,2023-08-25,121.3249
125497,2023-08-28,120.4046
125497,2023-08-29,120.9262
125497,2023-08-30,120.4495
125497,2023-08-31,119.7216
125497,2023-09-01,119.6551
125497,2023-09-04,118.7
125497,2023-09-05,118.2098
125497,2023-09-06,117.1125
125497,2023-09-07,118.9884
125497,2023-09-08,119.0576
125497,2023-09-11,118.4269
125497,2023-09-12,118.6652
125497,2023-09-13,118.5941
125497,2023-09-14,118.4201
125497,2023-09-15,119.0374
125497,2023-09-18,119.7945
125497,2023-09-19,119.322
125497,2023-09-20,118.8082
125497,2023-09-21,118.5824
125497,2023-09-22,116.4342
125497,2023-09-25,115.0578
125497,2023-09-26,116.3505
125497,2023-09-27,117.9165
125497,2023-09-28,117.717
125497,2023-09-29,118.2952
125497,2023-10-02,118.6253
125497,2023-10-03,121.5827
125497,2023-10-04,122.7082
125497,2023-10-05,122.6194
125497,2023-10-06,121.7189
125497,2023-10-09,120.1911
125497,2023-10-10,120.4228
125497,2023-10-11,119.7303
125497,2023-10-12,118.4039
125497,2023-10-13,117.827
125497,2023-10-16,116.8428
125497,2023-10-17,118.4549
125497,2023-10-18,119.3259
125497,2023-10-19,119.3541
125497,2023-10-20,120.803
125497,2023-10-23,120.914
125497,2023-10-24,120.1172
125497,2023-10-25,121.6168
125497,2023-10-26,122.1776
125497,2023-10-27,121.2005
125497,2023-10-30,121.0523
125497,2023-10-31,120.2406
125497,2023-11-01,118.9466
125497,2023-11-02,119.8636
125497,2023-11-03,121.7305
125497,2023-11-06,120.405
125497,2023-11-07,120.9834
125497,2023-11-08,120.39
125497,2023-11-09,119.9569
125497,2023-11-10,119.4244
125497,2023-11-13,118.6348
125497,2023-11-14,118.7164
125497,2023-11-15,117.9629
125497,2023-11-16,118.2535
125497,2023-11-17,118.2414
125497,2023-11-20,118.0509
125497,2023-11-21,117.2292
125497,2023-11-22,116.7234
125497,2023-11-23,117.4638
125497,2023-11-24,117.9698
125497,2023-11-27,117.0826
125497,2023-11-28,117.2108
125497,2023-11-29,117.9505
125497,2023-11-30,116.4106
125497,2023-12-01,116.9516
125497,2023-12-04,116.3667
125497,2023-12-05,116.9328
125497,2023-12-06,116.2539
125497,2023-12-07,114.6102
125497,2023-12-08,113.1523
125497,2023-12-11,113.2297
125497,2023-12-12,113.499
125497,2023-12-13,112.7119
125497,2023-12-14,113.3216
125497,2023-12-15,111.8493
125497,2023-12-18,111.8237
125497,2023-12-19,110.7739
125497,2023-12-20,110.2295
125497,2023-12-21,110.3043
125497,2023-12-22,109.5782
125497,2023-12-25,109.2739
125497,2023-12-26,110.1864
125497,2023-12-27,109.7109
125497,2023-12-28,110.4773
125497,2023-12-29,109.512
125497,2024-01-01,110.009
125497,2024-01-02,111.3107
125497,2024-01-03,109.1431
125497,2024-01-04,108.4801
125497,2024-01-05,109.0134
125497,2024-01-08,108.869
125497,2024-01-09,109.225
125497,2024-01-10,108.73
125497,2024-01-11,108.8379
125497,2024-01-12,108.735
125497,2024-01-15,109.7834
125497,2024-01-16,110.0398
125497,2024-01-17,110.37
125497,2024-01-18,110.0395
125497,2024-01-19,109.6432
125497,2024-01-22,109.2967
125497,2024-01-23,109.6744
125497,2024-01-24,109.3379
125497,2024-01-25,109.6242
125497,2024-01-26,111.4772
125497,2024-01-29,112.2875
125497,2024-01-30,112.0284
125497,2024-01-31,113.1385
125497,2024-02-01,112.8031
125497,2024-02-02,110.9977
125497,2024-02-05,110.1358
125497,2024-02-06,108.5206
125497,2024-02-07,108.2479
125497,2024-02-08,108.2964
125497,2024-02-09,109.7813
125497,2024-02-12,110.1013
125497,2024-02-13,109.9414
125497,2024-02-14,110.7038
125497,2024-02-15,108.7788
125497,2024-02-16,109.0165
125497,2024-02-19,109.7215
125497,2024-02-20,108.4565
125497,2024-02-21,109.4814
125497,2024-02-22,109.8108
125497,2024-02-23,109.4789
125497,2024-02-26,110.0659
125497,2024-02-27,112.0984
125497,2024-02-28,112.2951
125497,2024-02-29,112.5518
125497,2024-03-01,112.1719
125497,2024-03-04,111.4429
125497,2024-03-05,112.2167
125497,2024-03-06,111.4818
125497,2024-03-07,111.5791
125497,2024-03-08,111.1862
125497,2024-03-11,111.6456
125497,2024-03-12,111.9771
125497,2024-03-13,112.9401
125497,2024-03-14,112.5132
125497,2024-03-15,112.304
125497,2024-03-18,111.4584
125497,2024-03-19,111.0956
125497,2024-03-20,111.4643
125497,2024-03-21,112.1727
125497,2024-03-22,111.3789
125497,2024-03-25,112.1871
125497,2024-03-26,113.4375
125497,2024-03-27,113.8467
125497,2024-03-28,115.5902
125497,2024-03-29,114.9093
125497,2024-04-01,113.7996
125497,2024-04-02,112.2144
125497,2024-04-03,113.5911
125497,2024-04-04,114.2198
125497,2024-04-05,114.2033
125497,2024-04-08,114.4933
125497,2024-04-09,113.4968
125497,2024-04-10,115.7515
125497,2024-04-11,115.9059
125497,2024-04-12,116.0421
125497,2024-04-15,116.7507
125497,2024-04-16,117.235
125497,2024-04-17,117.4801
125497,2024-04-18,116.7724
125497,2024-04-19,117.2479
125497,2024-04-22,119.0484
125497,2024-04-23,120.3655
125497,2024-04-24,121.9357
125497,2024-04-25,121.4736
125497,2024-04-26,120.5483
125497,2024-04-29,120.4632
125497,2024-04-30,120.553
125497,2024-05-01,121.6445
125497,2024-05-02,120.0339
125497,2024-05-03,121.5387
125497,2024-05-06,121.4216
125497,2024-05-07,121.0433
125497,2024-05-08,120.0996
125497,2024-05-09,118.5456
125497,2024-05-10,119.3619
125497,2024-05-13,119.4677
125497,2024-05-14,118.2706
125497,2024-05-15,117.0808
125497,2024-05-16,116.8014
125497,2024-05-17,118.396
125497,2024-05-20,118.1856
125497,2024-05-21,116.7999
125497,2024-05-22,116.6053
125497,2024-05-23,116.3859
125497,2024-05-24,113.9097
125497,2024-05-27,113.8944
125497,2024-05-28,113.7182
125497,2024-05-29,114.3857
125497,2024-05-30,116.1119
125497,2024-05-31,117.1932
125497,2024-06-03,116.9763
125497,2024-06-04,115.9759
125497,2024-06-05,118.3983
125497,2024-06-06,118.4899
125497,2024-06-07,118.5386
125497,2024-06-10,118.5513
125497,2024-06-11,118.7747
125497,2024-06-12,118.6732
125497,2024-06-13,118.1642
125497,2024-06-14,117.6827
125497,2024-06-17,117.6871
125497,2024-06-18,117.2108
125497,2024-06-19,116.5776
125497,2024-06-20,116.7118
125497,2024-06-21,116.5087
125497,2024-06-24,117.9455
125497,2024-06-25,115.4795
125497,2024-06-26,116.5226
125497,2024-06-27,117.7191
125497,2024-06-28,115.8018
125497,2024-07-01,115.5191
125497,2024-07-02,115.2104
125497,2024-07-03,113.9477
125497,2024-07-04,113.2729
125497,2024-07-05,112.3005
125497,2024-07-08,113.9084
125497,2024-07-09,114.7952
125497,2024-07-10,115.9974
125497,2024-07-11,116.7019
125497,2024-07-12,115.6828
125497,2024-07-15,115.2321
125497,2024-07-16,115.7178
125497,2024-07-17,114.6211
125497,2024-07-18,115.3093
125497,2024-07-19,115.1222
125497,2024-07-22,114.8116
125497,2024-07-23,115.499
125497,2024-07-24,115.9442
125497,2024-07-25,115.6441
125497,2024-07-26,116.7514
125497,2024-07-29,115.7767
125497,2024-07-30,116.3819
125497,2024-07-31,116.969
125497,2024-08-01,116.7145
125497,2024-08-02,117.054
125497,2024-08-05,115.9175
125497,2024-08-06,116.8092
125497,2024-08-07,116.6714
125497,2024-08-08,116.2185
125497,2024-08-09,117.2287
125497,2024-08-12,116.6033
125497,2024-08-13,115.3245
125497,2024-08-14,113.9229
125497,2024-08-15,114.5094
125497,2024-08-16,113.3708
125497,2024-08-19,114.9963
125497,2024-08-20,113.1155
125497,2024-08-21,114.6846
125497,2024-08-22,114.9126
125497,2024-08-23,114.8582
125497,2024-08-26,114.392
125497,2024-08-27,114.7915
125497,2024-08-28,114.7914
125497,2024-08-29,115.839
125497,2024-08-30,115.9797
125497,2024-09-02,116.1539
125497,2024-09-03,115.8509
125497,2024-09-04,115.8328
125497,2024-09-05,116.1528
125497,2024-09-06,114.5985
125497,2024-09-09,113.3969
125497,2024-09-10,114.1052
125497,2024-09-11,114.2954
125497,2024-09-12,114.1615
125497,2024-09-13,114.2126
125497,2024-09-16,114.5644
125497,2024-09-17,114.1041
125497,2024-09-18,113.4278
125497,2024-09-19,113.6396
125497,2024-09-20,112.7842
125497,2024-09-23,113.1864
125497,2024-09-24,111.6787
125497,2024-09-25,112.6317
125497,2024-09-26,113.0913
125497,2024-09-27,113.3569
125497,2024-09-30,114.282
125497,2024-10-01,115.839
125497,2024-10-02,116.8138
125497,2024-10-03,115.1285
125497,2024-10-04,113.9845
125497,2024-10-07,113.449
125497,2024-10-08,113.5067
125497,2024-10-09,114.0108
125497,2024-10-10,113.383
125497,2024-10-11,113.5865
125497,2024-10-14,112.9341
125497,2024-10-15,112.4155
125497,2024-10-16,111.1842
125497,2024-10-17,110.3964
125497,2024-10-18,109.2357
125497,2024-10-21,108.4157
125497,2024-10-22,109.3621
125497,2024-10-23,108.5642
125497,2024-10-24,110.8831
125497,2024-10-25,111.3539
125497,2024-10-28,111.552
125497,2024-10-29,110.8195
125497,2024-10-30,111.4736
125497,2024-10-31,110.9937
125497,2024-11-01,111.1353
125497,2024-11-04,113.4448
125497,2024-11-05,113.3916
125497,2024-11-06,114.4682
125497,2024-11-07,113.8586
125497,2024-11-08,113.8609
125497,2024-11-11,115.508
125497,2024-11-12,114.9633
125497,2024-11-13,116.6647
125497,2024-11-14,117.3603
125497,2024-11-15,116.8674
125497,2024-11-18,117.4937
125497,2024-11-19,118.4431
125497,2024-11-20,119.0679
125497,2024-11-21,117.6079
125497,2024-11-22,116.959
125497,2024-11-25,116.7625
125497,2024-11-26,116.728
125497,2024-11-27,117.3426
125497,2024-11-28,117.5447
125497,2024-11-29,116.3242
125497,2024-12-02,116.7129
125497,2024-12-03,117.318
125497,2024-12-04,117.8786
125497,2024-12-05,118.9332
125497,2024-12-06,119.7623
125497,2024-12-09,120.2382
125497,2024-12-10,120.2068
125497,2024-12-11,118.6456
125497,2024-12-12,119.0889
125497,2024-12-13,119.3225
125497,2024-12-16,119.6176
125497,2024-12-17,118.4317
125497,2024-12-18,117.443
125497,2024-12-19,118.4677
125497,2024-12-20,118.4657
125497,2024-12-23,119.1471
125497,2024-12-24,119.2099
125497,2024-12-25,119.274
125497,2024-12-26,120.2051
125497,2024-12-27,119.7449
125497,2024-12-30,119.8729
125497,2024-12-31,119.4656
119551,2022-01-03,99.6824
119551,2022-01-04,99.4658
119551,2022-01-05,99.6724
119551,2022-01-06,99.3205
119551,2022-01-07,100.3481
119551,2022-01-10,99.66
119551,2022-01-11,99.5409
119551,2022-01-12,99.2206
119551,2022-01-13,100.3989
119551,2022-01-14,100.5869
119551,2022-01-17,101.4474
119551,2022-01-18,100.2722
119551,2022-01-19,100.5165
119551,2022-01-20,101.2621
119551,2022-01-21,101.3591
119551,2022-01-24,102.2535
119551,2022-01-25,101.861
119551,2022-01-26,103.04
119551,2022-01-27,104.9659
119551,2022-01-28,104.6927
119551,2022-01-31,104.351
119551,2022-02-01,105.5956
119551,2022-02-02,106.9617
119551,2022-02-03,106.5464
119551,2022-02-04,106.2202
119551,2022-02-07,106.0126
119551,2022-02-08,104.9042
119551,2022-02-09,104.1647
119551,2022-02-10,103.3591
119551,2022-02-11,102.7553
119551,2022-02-14,102.7576
119551,2022-02-15,102.981
119551,2022-02-16,104.2892
119551,2022-02-17,103.4876
119551,2022-02-18,104.3335
119551,2022-02-21,104.1862
119551,2022-02-22,104.1763
119551,2022-02-23,104.7699
119551,2022-02-24,103.8603
119551,2022-02-25,104.2092
119551,2022-02-28,104.3793
119551,2022-03-01,104.8218
119551,2022-03-02,105.0957
119551,2022-03-03,107.1916
119551,2022-03-04,106.6769
119551,2022-03-07,106.2557
119551,2022-03-08,105.7579
119551,2022-03-09,105.3196
119551,2022-03-10,104.8142
119551,2022-03-11,105.8426
119551,2022-03-14,107.0772
119551,2022-03-15,106.6204
119551,2022-03-16,105.9424
119551,2022-03-17,106.3738
119551,2022-03-18,105.9357
119551,2022-03-21,106.5039
119551,2022-03-22,106.7088
119551,2022-03-23,105.4468
119551,2022-03-24,106.7839
119551,2022-03-25,108.3501
119551,2022-03-28,107.8514
119551,2022-03-29,107.5493
119551,2022-03-30,107.8275
119551,2022-03-31,108.1484
119551,2022-04-01,108.7506
119551,2022-04-04,110.5321
119551,2022-04-05,110.4088
119551,2022-04-06,109.7368
119551,2022-04-07,108.5588
119551,2022-04-08,107.9566
119551,2022-04-11,107.9604
119551,2022-04-12,109.5427
119551,2022-04-13,109.1219
119551,2022-04-14,109.35
119551,2022-04-15,109.3685
119551,2022-04-18,110.4411
119551,2022-04-19,112.7068
119551,2022-04-20,112.262
119551,2022-04-21,111.8561
119551,2022-04-22,112.824
119551,2022-04-25,113.4733
119551,2022-04-26,115.1838
119551,2022-04-27,115.7564
119551,2022-04-28,115.4584
119551,2022-04-29,116.0386
119551,2022-05-02,117.1026
119551,2022-05-03,117.9064
119551,2022-05-04,118.4203
119551,2022-05-05,119.4663
119551,2022-05-06,120.6197
119551,2022-05-09,121.9896
119551,2022-05-10,122.6593
119551,2022-05-11,122.5321
119551,2022-05-12,122.7127
119551,2022-05-13,123.9339
119551,2022-05-16,123.1611
119551,2022-05-17,123.5613
119551,2022-05-18,123.2096
119551,2022-05-19,123.2749
119551,2022-05-20,124.5727
119551,2022-05-23,124.8005
119551,2022-05-24,124.8843
119551,2022-05-25,123.5632
119551,2022-05-26,124.3379
119551,2022-05-27,125.0173
119551,2022-05-30,127.2183
119551,2022-05-31,126.9433
119551,2022-06-01,127.2039
119551,2022-06-02,127.4959
119551,2022-06-03,129.1431
119551,2022-06-06,129.0833
119551,2022-06-07,129.4102
119551,2022-06-08,130.0784
119551,2022-06-09,130.3116
119551,2022-06-10,129.8853
119551,2022-06-13,130.1259
119551,2022-06-14,131.2826
119551,2022-06-15,130.2439
119551,2022-06-16,130.4215
119551,2022-06-17,129.7301
119551,2022-06-20,131.0093
119551,2022-06-21,129.4522
119551,2022-06-22,128.9122
119551,2022-06-23,129.3399
119551,2022-06-24,130.9986
119551,2022-06-27,130.969
119551,2022-06-28,130.4266
119551,2022-06-29,132.4285
119551,2022-06-30,130.9342
119551,2022-07-01,128.6703
119551,2022-07-04,129.1618
119551,2022-07-05,128.6818
119551,2022-07-06,127.6691
119551,2022-07-07,128.4309
119551,2022-07-08,128.7199
119551,2022-07-11,128.1776
119551,2022-07-12,126.9032
119551,2022-07-13,127.8271
119551,2022-07-14,128.5303
119551,2022-07-15,128.4669
119551,2022-07-18,130.4033
119551,2022-07-19,129.3261
119551,2022-07-20,127.7865
119551,2022-07-21,127.1175
119551,2022-07-22,127.1093
119551,2022-07-25,127.3949
119551,2022-07-26,127.1873
119551,2022-07-27,127.5836
119551,2022-07-28,126.3445
119551,2022-07-29,127.8417
119551,2022-08-01,127.796
119551,2022-08-02,128.9767
119551,2022-08-03,129.369
119551,2022-08-04,129.8805
119551,2022-08-05,130.5115
