investor_id,scheme_code,transaction_date,amount,nav,units_allotted,transaction_type
INV0003,120503,2022-02-02,10000,95.4081,104.8129,SIP
INV0003,120503,2022-03-02,10000,100.1007,99.8994,SIP
INV0003,120503,2022-04-02,2000,103.0488,19.4083,SIP
INV0003,120503,2022-05-02,10000,108.6111,92.0716,SIP
INV0003,120503,2022-06-02,5000,111.7822,44.7298,SIP
INV0003,120503,2022-07-02,10000,116.4106,85.9028,SIP
INV0003,120503,2022-08-02,10000,118.7931,84.18,SIP
INV0003,120503,2022-09-02,10000,122.4277,81.6809,SIP
INV0003,120503,2022-10-02,2000,127.8003,15.6494,SIP
INV0003,120503,2022-11-02,2000,122.5472,16.3202,SIP
INV0003,120503,2022-12-02,1000,118.941,8.4075,SIP
INV0003,120503,2023-01-02,2000,115.2354,17.3558,SIP
INV0003,120503,2023-02-02,2000,115.8075,17.27,SIP
INV0003,120503,2023-03-02,2000,120.0202,16.6639,SIP
INV0003,120503,2023-04-02,5000,119.1557,41.9619,SIP
INV0003,120503,2023-05-02,1000,121.5422,8.2276,SIP
INV0003,120503,2023-06-02,5000,117.4413,42.5745,SIP
INV0003,120503,2023-07-02,2000,122.8816,16.2758,SIP
INV0003,120503,2023-08-02,2000,127.4106,15.6973,SIP
INV0004,119092,2022-01-21,2000,100.7036,19.8603,SIP
INV0004,119092,2022-02-21,5000,92.1863,54.238,SIP
INV0004,119092,2022-03-21,10000,93.0263,107.4965,SIP
INV0004,119092,2022-04-21,2000,94.215,21.228,SIP
INV0004,119092,2022-05-21,5000,97.8941,51.0756,SIP
INV0004,119092,2022-06-21,1000,98.5036,10.1519,SIP
INV0004,119092,2022-07-21,5000,103.6119,48.257,SIP
INV0004,119092,2022-08-21,2000,104.9232,19.0616,SIP
INV0004,119092,2022-09-21,5000,105.2856,47.4899,SIP
INV0004,119092,2022-10-21,5000,108.9619,45.8876,SIP
INV0004,119092,2022-11-21,10000,113.2009,88.3385,SIP
INV0004,119092,2022-12-21,10000,106.9192,93.5286,SIP
INV0004,119092,2023-01-21,1000,108.9582,9.1778,SIP
INV0004,119092,2023-02-21,10000,113.5477,88.0687,SIP
INV0004,119092,2023-03-21,5000,116.3644,42.9685,SIP
INV0005,120841,2022-01-15,5000,100.74,49.6327,SIP
INV0005,120841,2022-02-15,2000,101.6005,19.6849,SIP
INV0005,120841,2022-03-15,5000,104.3452,47.9179,SIP
INV0005,120841,2022-04-15,10000,106.8133,93.6213,SIP
INV0005,120841,2022-05-15,2000,100.3761,19.9251,SIP
INV0005,120841,2022-06-15,5000,98.9045,50.5538,SIP
INV0005,120841,2022-07-15,10000,100.0384,99.9616,SIP
INV0005,120841,2022-08-15,10000,100.1724,99.8279,SIP
INV0005,120841,2022-09-15,1000,100.0286,9.9971,SIP
INV0005,120841,2022-10-15,10000,103.4615,96.6543,SIP
INV0005,120841,2022-11-15,10000,102.6914,97.3791,SIP
INV0005,120841,2022-12-15,1000,104.8563,9.5369,SIP
INV0005,120841,2023-01-15,1000,101.9669,9.8071,SIP
INV0005,120841,2023-02-15,2000,104.5481,19.13,SIP
INV0005,120841,2023-03-15,10000,92.5198,108.085,SIP
INV0005,120841,2023-04-15,2000,92.3666,21.6528,SIP
INV0005,120841,2023-05-15,2000,94.4727,21.1701,SIP
INV0005,120841,2023-06-15,5000,93.1026,53.7042,SIP
INV0005,120841,2023-07-15,2000,92.1881,21.6948,SIP
INV0005,120841,2023-08-15,2000,85.5857,23.3684,SIP
INV0006,120841,2022-01-30,10000,100.74,99.2654,SIP
INV0006,120841,2022-02-28,5000,101.6005,49.2124,SIP
INV0006,120841,2022-03-30,1000,104.3452,9.5836,SIP
INV0006,120841,2022-04-30,5000,106.8133,46.8106,SIP
INV0006,120841,2022-05-30,5000,100.3761,49.8127,SIP
INV0006,120841,2022-06-30,1000,98.9045,10.1108,SIP
INV0006,120841,2022-07-30,2000,100.0384,19.9923,SIP
INV0006,120841,2022-08-30,1000,100.1724,9.9828,SIP
INV0006,120841,2022-09-30,5000,100.0286,49.9857,SIP
INV0006,120841,2022-10-30,5000,103.4615,48.3272,SIP
INV0007,119551,2022-01-25,5000,99.6824,50.1593,SIP
INV0007,119551,2022-02-25,1000,104.351,9.583,SIP
INV0007,119551,2022-03-25,2000,104.3793,19.1609,SIP
INV0007,119551,2022-04-25,2000,107.8514,18.544,SIP
INV0007,119551,2022-05-25,10000,113.4733,88.1265,SIP
INV0007,119551,2022-06-25,5000,124.8005,40.0639,SIP
INV0007,119551,2022-07-25,10000,131.0093,76.3305,SIP
INV0007,119551,2022-08-25,10000,130.4033,76.6852,SIP
INV0007,119551,2022-09-25,10000,134.1613,74.5371,SIP
INV0007,119551,2022-10-25,10000,129.4599,77.244,SIP
INV0007,119551,2022-11-25,2000,132.1114,15.1387,SIP
INV0007,119551,2022-12-25,5000,143.9159,34.7425,SIP
INV0007,119551,2023-01-25,10000,145.9481,68.5175,SIP
INV0008,119551,2022-01-30,1000,99.6824,10.0319,SIP
INV0008,119551,2022-02-28,5000,104.351,47.9152,SIP
INV0008,119551,2022-03-30,1000,104.3793,9.5804,SIP
INV0008,119551,2022-04-30,10000,107.8514,92.7202,SIP
INV0008,119551,2022-05-30,5000,113.4733,44.0632,SIP
INV0008,119551,2022-06-30,2000,124.8005,16.0256,SIP
INV0008,119551,2022-07-30,2000,131.0093,15.2661,SIP
INV0008,119551,2022-08-30,10000,130.4033,76.6852,SIP
INV0008,119551,2022-09-30,1000,134.1613,7.4537,SIP
INV0008,119551,2022-10-30,5000,129.4599,38.622,SIP
INV0008,119551,2022-11-30,5000,132.1114,37.8468,SIP
INV0008,119551,2022-12-30,10000,143.9159,69.485,SIP
INV0008,119551,2023-01-30,1000,145.9481,6.8518,SIP
INV0008,119551,2023-02-28,5000,147.1921,33.9692,SIP
INV0008,119551,2023-03-30,10000,148.1782,67.4863,SIP
INV0008,119551,2023-04-30,5000,152.6631,32.7519,SIP
INV0008,119551,2023-05-30,2000,164.5828,12.1519,SIP
INV0008,119551,2023-06-30,5000,171.3529,29.1795,SIP
INV0008,119551,2023-07-30,5000,166.4297,30.0427,SIP
INV0008,119551,2023-08-30,5000,169.9164,29.4262,SIP
INV0008,119551,2023-09-30,1000,169.7675,5.8904,SIP
INV0008,119551,2023-10-30,1000,169.4823,5.9003,SIP
INV0008,119551,2023-11-30,10000,177.0761,56.4729,SIP
INV0008,119551,2023-12-30,1000,175.2638,5.7057,SIP
INV0008,119551,2024-01-30,5000,180.7532,27.662,SIP
INV0008,119551,2024-02-29,5000,180.1642,27.7525,SIP
INV0009,125497,2022-01-01,2000,100.084,19.9832,SIP
INV0009,125497,2022-02-01,10000,96.0431,104.1199,SIP
INV0009,125497,2022-03-01,1000,94.2141,10.6141,SIP
INV0009,125497,2022-04-01,10000,96.8195,103.285,SIP
INV0009,125497,2022-05-01,5000,94.1036,53.1329,SIP
INV0009,125497,2022-06-01,10000,97.9538,102.0889,SIP
INV0009,125497,2022-07-01,1000,95.6602,10.4537,SIP
INV0009,125497,2022-08-01,1000,97.7369,10.2316,SIP
INV0009,125497,2022-09-01,10000,101.9073,98.1284,SIP
INV0009,125497,2022-10-01,1000,101.7798,9.8251,SIP
INV0009,125497,2022-11-01,2000,108.7035,18.3987,SIP
INV0009,125497,2022-12-01,5000,107.1836,46.6489,SIP
INV0009,125497,2023-01-01,5000,106.6334,46.8896,SIP
INV0009,125497,2023-02-01,1000,106.9338,9.3516,SIP
INV0009,125497,2023-03-01,5000,107.7527,46.4025,SIP
INV0009,125497,2023-04-01,2000,113.7198,17.5871,SIP
INV0009,125497,2023-05-01,1000,115.0508,8.6918,SIP
INV0009,125497,2023-06-01,2000,113.9154,17.5569,SIP
INV0009,125497,2023-07-01,2000,117.7204,16.9894,SIP
INV0009,125497,2023-08-01,5000,119.1476,41.9648,SIP
INV0009,125497,2023-09-01,5000,124.7162,40.091,SIP
INV0009,125497,2023-10-01,10000,122.9486,81.3348,SIP
INV0009,125497,2023-11-01,2000,118.4269,16.8881,SIP
INV0009,125497,2023-12-01,5000,120.1911,41.6004,SIP
INV0009,125497,2024-01-01,2000,120.405,16.6106,SIP
INV0009,125497,2024-02-01,10000,116.3667,85.9352,SIP
INV0009,125497,2024-03-01,2000,110.009,18.1803,SIP
INV0009,125497,2024-04-01,1000,112.2875,8.9057,SIP
INV0009,125497,2024-05-01,10000,110.0659,90.8547,SIP
INV0009,125497,2024-06-01,10000,112.1871,89.1368,SIP
INV0009,125497,2024-07-01,2000,119.0484,16.7999,SIP
INV0009,125497,2024-08-01,2000,118.1856,16.9225,SIP
INV0010,120503,2022-01-09,10000,100.1712,99.8291,SIP
INV0010,120503,2022-02-09,10000,95.4081,104.8129,SIP
INV0010,120503,2022-03-09,5000,100.1007,49.9497,SIP
INV0010,120503,2022-04-09,1000,103.0488,9.7041,SIP
INV0010,120503,2022-05-09,10000,108.6111,92.0716,SIP
INV0010,120503,2022-06-09,10000,111.7822,89.4597,SIP
INV0010,120503,2022-07-09,5000,116.4106,42.9514,SIP
INV0010,120503,2022-08-09,2000,118.7931,16.836,SIP
INV0010,120503,2022-09-09,10000,122.4277,81.6809,SIP
INV0010,120503,2022-10-09,1000,127.8003,7.8247,SIP
INV0010,120503,2022-11-09,1000,122.5472,8.1601,SIP
INV0010,120503,2022-12-09,1000,118.941,8.4075,SIP
INV0010,120503,2023-01-09,1000,115.2354,8.6779,SIP
INV0010,120503,2023-02-09,5000,115.8075,43.1751,SIP
INV0010,120503,2023-03-09,10000,120.0202,83.3193,SIP
INV0010,120503,2023-04-09,5000,119.1557,41.9619,SIP
INV0010,120503,2023-05-09,1000,121.5422,8.2276,SIP
INV0010,120503,2023-06-09,1000,117.4413,8.5149,SIP
INV0010,120503,2023-07-09,1000,122.8816,8.1379,SIP
INV0010,120503,2023-08-09,5000,127.4106,39.2432,SIP
INV0010,120503,2023-09-09,1000,128.7803,7.7652,SIP
INV0010,120503,2023-10-09,10000,129.264,77.3611,SIP
INV0010,120503,2023-11-09,1000,123.6515,8.0872,SIP
INV0010,120503,2023-12-09,10000,126.8349,78.8427,SIP
INV0010,120503,2024-01-09,10000,123.2805,81.1158,SIP
INV0011,125497,2022-01-26,10000,100.084,99.9161,SIP
INV0011,125497,2022-02-26,5000,96.0431,52.06,SIP
INV0011,125497,2022-03-26,2000,94.2141,21.2282,SIP
INV0011,125497,2022-04-26,1000,96.8195,10.3285,SIP
INV0011,125497,2022-05-26,1000,94.1036,10.6266,SIP
INV0011,125497,2022-06-26,10000,97.9538,102.0889,SIP
INV0011,125497,2022-07-26,5000,95.6602,52.2683,SIP
INV0011,125497,2022-08-26,5000,97.7369,51.1578,SIP
INV0011,125497,2022-09-26,2000,101.9073,19.6257,SIP
INV0011,125497,2022-10-26,2000,101.7798,19.6503,SIP
INV0011,125497,2022-11-26,1000,108.7035,9.1993,SIP
INV0011,125497,2022-12-26,10000,107.1836,93.2979,SIP
INV0011,125497,2023-01-26,5000,106.6334,46.8896,SIP
INV0011,125497,2023-02-26,2000,106.9338,18.7032,SIP
INV0011,125497,2023-03-26,2000,107.7527,18.561,SIP
INV0011,125497,2023-04-26,10000,113.7198,87.9354,SIP
INV0011,125497,2023-05-26,10000,115.0508,86.9181,SIP
INV0011,125497,2023-06-26,1000,113.9154,8.7784,SIP
INV0011,125497,2023-07-26,10000,117.7204,84.947,SIP
INV0011,125497,2023-08-26,1000,119.1476,8.393,SIP
INV0011,125497,2023-09-26,1000,124.7162,8.0182,SIP
INV0011,125497,2023-10-26,10000,122.9486,81.3348,SIP
INV0011,125497,2023-11-26,10000,118.4269,84.4403,SIP
INV0011,125497,2023-12-26,10000,120.1911,83.2008,SIP
INV0011,125497,2024-01-26,10000,120.405,83.053,SIP
INV0011,125497,2024-02-26,10000,116.3667,85.9352,SIP
INV0011,125497,2024-03-26,1000,110.009,9.0902,SIP
INV0011,125497,2024-04-26,2000,112.2875,17.8114,SIP
INV0011,125497,2024-05-26,5000,110.0659,45.4273,SIP
INV0011,125497,2024-06-26,5000,112.1871,44.5684,SIP
INV0011,125497,2024-07-26,1000,119.0484,8.3999,SIP
INV0011,125497,2024-08-26,1000,118.1856,8.4613,SIP
INV0011,125497,2024-09-26,2000,117.6871,16.9942,SIP
INV0011,125497,2024-10-26,10000,115.2321,86.7814,SIP
INV0011,125497,2024-11-26,1000,116.6033,8.5761,SIP
INV0012,119092,2022-01-12,10000,100.7036,99.3013,SIP
INV0012,119092,2022-02-12,1000,92.1863,10.8476,SIP
INV0012,119092,2022-03-12,1000,93.0263,10.7496,SIP
INV0012,119092,2022-04-12,5000,94.215,53.0701,SIP
INV0012,119092,2022-05-12,2000,97.8941,20.4302,SIP
INV0012,119092,2022-06-12,2000,98.5036,20.3038,SIP
INV0012,119092,2022-07-12,10000,103.6119,96.514,SIP
INV0012,119092,2022-08-12,1000,104.9232,9.5308,SIP
INV0012,119092,2022-09-12,1000,105.2856,9.498,SIP
INV0012,119092,2022-10-12,5000,108.9619,45.8876,SIP
INV0012,119092,2022-11-12,5000,113.2009,44.1693,SIP
INV0012,119092,2022-12-12,1000,106.9192,9.3529,SIP
INV0012,119092,2023-01-12,5000,108.9582,45.8892,SIP
INV0012,119092,2023-02-12,2000,113.5477,17.6137,SIP
INV0012,119092,2023-03-12,2000,116.3644,17.1874,SIP
INV0012,119092,2023-04-12,10000,118.7463,84.2132,SIP
INV0012,119092,2023-05-12,5000,118.697,42.1241,SIP
INV0012,119092,2023-06-12,10000,112.6428,88.7762,SIP
INV0012,119092,2023-07-12,5000,115.7025,43.2143,SIP
INV0012,119092,2023-08-12,5000,112.6811,44.373,SIP
INV0013,119551,2022-01-05,5000,99.6824,50.1593,SIP
INV0013,119551,2022-02-05,5000,104.351,47.9152,SIP
INV0013,119551,2022-03-05,1000,104.3793,9.5804,SIP
INV0013,119551,2022-04-05,10000,107.8514,92.7202,SIP
INV0013,119551,2022-05-05,10000,113.4733,88.1265,SIP
INV0013,119551,2022-06-05,5000,124.8005,40.0639,SIP
INV0013,119551,2022-07-05,5000,131.0093,38.1652,SIP
INV0013,119551,2022-08-05,10000,130.4033,76.6852,SIP
INV0013,119551,2022-09-05,10000,134.1613,74.5371,SIP
INV0013,119551,2022-10-05,2000,129.4599,15.4488,SIP
INV0013,119551,2022-11-05,5000,132.1114,37.8468,SIP
INV0013,119551,2022-12-05,10000,143.9159,69.485,SIP
INV0013,119551,2023-01-05,2000,145.9481,13.7035,SIP
INV0013,119551,2023-02-05,1000,147.1921,6.7938,SIP
INV0013,119551,2023-03-05,5000,148.1782,33.7432,SIP
INV0013,119551,2023-04-05,10000,152.6631,65.5037,SIP
INV0013,119551,2023-05-05,5000,164.5828,30.3798,SIP
INV0013,119551,2023-06-05,2000,171.3529,11.6718,SIP
INV0013,119551,2023-07-05,10000,166.4297,60.0854,SIP
INV0013,119551,2023-08-05,1000,169.9164,5.8852,SIP
INV0013,119551,2023-09-05,1000,169.7675,5.8904,SIP
INV0013,119551,2023-10-05,2000,169.4823,11.8006,SIP
INV0013,119551,2023-11-05,1000,177.0761,5.6473,SIP
INV0013,119551,2023-12-05,1000,175.2638,5.7057,SIP
INV0014,125497,2022-01-29,1000,100.084,9.9916,SIP
INV0014,125497,2022-02-28,1000,96.0431,10.412,SIP
INV0014,125497,2022-03-29,10000,94.2141,106.1412,SIP
INV0014,125497,2022-04-29,1000,96.8195,10.3285,SIP
INV0014,125497,2022-05-29,10000,94.1036,106.2659,SIP
INV0014,125497,2022-06-29,5000,97.9538,51.0445,SIP
INV0014,125497,2022-07-29,2000,95.6602,20.9073,SIP
INV0014,125497,2022-08-29,1000,97.7369,10.2316,SIP
INV0014,125497,2022-09-29,2000,101.9073,19.6257,SIP
INV0014,125497,2022-10-29,1000,101.7798,9.8251,SIP
INV0014,125497,2022-11-29,10000,108.7035,91.9934,SIP
INV0014,125497,2022-12-29,1000,107.1836,9.3298,SIP
INV0014,125497,2023-01-29,5000,106.6334,46.8896,SIP
INV0014,125497,2023-02-28,2000,106.9338,18.7032,SIP
INV0014,125497,2023-03-29,2000,107.7527,18.561,SIP
INV0014,125497,2023-04-29,5000,113.7198,43.9677,SIP
INV0014,125497,2023-05-29,10000,115.0508,86.9181,SIP
INV0014,125497,2023-06-29,10000,113.9154,87.7844,SIP
INV0015,119551,2022-01-21,1000,99.6824,10.0319,SIP
INV0015,119551,2022-02-21,2000,104.351,19.1661,SIP
INV0015,119551,2022-03-21,1000,104.3793,9.5804,SIP
INV0015,119551,2022-04-21,5000,107.8514,46.3601,SIP
INV0015,119551,2022-05-21,10000,113.4733,88.1265,SIP
INV0015,119551,2022-06-21,10000,124.8005,80.1279,SIP
INV0015,119551,2022-07-21,5000,131.0093,38.1652,SIP
INV0015,119551,2022-08-21,5000,130.4033,38.3426,SIP
INV0015,119551,2022-09-21,10000,134.1613,74.5371,SIP
INV0015,119551,2022-10-21,10000,129.4599,77.244,SIP
INV0015,119551,2022-11-21,10000,132.1114,75.6937,SIP
INV0015,119551,2022-12-21,2000,143.9159,13.897,SIP
INV0015,119551,2023-01-21,2000,145.9481,13.7035,SIP
INV0015,119551,2023-02-21,2000,147.1921,13.5877,SIP
INV0015,119551,2023-03-21,1000,148.1782,6.7486,SIP
INV0015,119551,2023-04-21,2000,152.6631,13.1007,SIP
INV0015,119551,2023-05-21,10000,164.5828,60.7597,SIP
INV0015,119551,2023-06-21,2000,171.3529,11.6718,SIP
INV0015,119551,2023-07-21,10000,166.4297,60.0854,SIP
INV0015,119551,2023-08-21,5000,169.9164,29.4262,SIP
INV0015,119551,2023-09-21,1000,169.7675,5.8904,SIP
INV0015,119551,2023-10-21,1000,169.4823,5.9003,SIP
INV0015,119551,2023-11-21,5000,177.0761,28.2364,SIP
INV0015,119551,2023-12-21,10000,175.2638,57.0568,SIP
INV0015,119551,2024-01-21,1000,180.7532,5.5324,SIP
INV0016,119551,2022-01-28,5000,99.6824,50.1593,SIP
INV0016,119551,2022-02-28,10000,104.351,95.8304,SIP
INV0016,119551,2022-03-28,1000,104.3793,9.5804,SIP
INV0016,119551,2022-04-28,5000,107.8514,46.3601,SIP
INV0016,119551,2022-05-28,10000,113.4733,88.1265,SIP
INV0016,119551,2022-06-28,2000,124.8005,16.0256,SIP
INV0017,118632,2022-01-02,5000,99.1368,50.4354,SIP
INV0017,118632,2022-02-02,2000,99.1425,20.173,SIP
INV0017,118632,2022-03-02,2000,95.7072,20.8971,SIP
INV0017,118632,2022-04-02,10000,98.5492,101.4722,SIP
INV0017,118632,2022-05-02,1000,98.3773,10.1649,SIP
INV0017,118632,2022-06-02,2000,100.0137,19.9973,SIP
INV0017,118632,2022-07-02,10000,104.5628,95.6363,SIP
INV0017,118632,2022-08-02,5000,105.093,47.5769,SIP
INV0017,118632,2022-09-02,10000,109.6849,91.1703,SIP
INV0018,118632,2022-01-30,5000,99.1368,50.4354,SIP
INV0018,118632,2022-02-28,2000,99.1425,20.173,SIP
INV0018,118632,2022-03-30,2000,95.7072,20.8971,SIP
INV0018,118632,2022-04-30,2000,98.5492,20.2944,SIP
INV0018,118632,2022-05-30,5000,98.3773,50.8247,SIP
INV0018,118632,2022-06-30,1000,100.0137,9.9986,SIP
INV0019,120503,2022-01-05,10000,100.1712,99.8291,SIP
INV0019,120503,2022-02-05,5000,95.4081,52.4065,SIP
INV0019,120503,2022-03-05,2000,100.1007,19.9799,SIP
INV0019,120503,2022-04-05,5000,103.0488,48.5207,SIP
INV0019,120503,2022-05-05,2000,108.6111,18.4143,SIP
INV0019,120503,2022-06-05,5000,111.7822,44.7298,SIP
INV0019,120503,2022-07-05,2000,116.4106,17.1806,SIP
INV0019,120503,2022-08-05,2000,118.7931,16.836,SIP
INV0019,120503,2022-09-05,2000,122.4277,16.3362,SIP
INV0019,120503,2022-10-05,1000,127.8003,7.8247,SIP
INV0019,120503,2022-11-05,5000,122.5472,40.8006,SIP
INV0019,120503,2022-12-05,5000,118.941,42.0376,SIP
INV0019,120503,2023-01-05,10000,115.2354,86.7789,SIP
INV0019,120503,2023-02-05,10000,115.8075,86.3502,SIP
INV0019,120503,2023-03-05,10000,120.0202,83.3193,SIP
INV0019,120503,2023-04-05,5000,119.1557,41.9619,SIP
INV0019,120503,2023-05-05,1000,121.5422,8.2276,SIP
INV0019,120503,2023-06-05,2000,117.4413,17.0298,SIP
INV0019,120503,2023-07-05,5000,122.8816,40.6896,SIP
INV0019,120503,2023-08-05,1000,127.4106,7.8486,SIP
INV0019,120503,2023-09-05,1000,128.7803,7.7652,SIP
INV0019,120503,2023-10-05,5000,129.264,38.6805,SIP
INV0019,120503,2023-11-05,2000,123.6515,16.1745,SIP
INV0019,120503,2023-12-05,1000,126.8349,7.8843,SIP
INV0019,120503,2024-01-05,5000,123.2805,40.5579,SIP
INV0019,120503,2024-02-05,2000,123.537,16.1895,SIP
INV0019,120503,2024-03-05,10000,124.2797,80.4637,SIP
INV0019,120503,2024-04-05,1000,122.7727,8.1451,SIP
INV0019,120503,2024-05-05,1000,126.0329,7.9344,SIP
INV0019,120503,2024-06-05,5000,125.6711,39.7864,SIP
INV0019,120503,2024-07-05,5000,126.4458,39.5426,SIP
INV0019,120503,2024-08-05,2000,128.4327,15.5724,SIP
INV0020,119551,2022-01-07,2000,99.6824,20.0637,SIP
INV0020,119551,2022-02-07,10000,104.351,95.8304,SIP
INV0020,119551,2022-03-07,2000,104.3793,19.1609,SIP
INV0020,119551,2022-04-07,10000,107.8514,92.7202,SIP
INV0020,119551,2022-05-07,10000,113.4733,88.1265,SIP
INV0020,119551,2022-06-07,10000,124.8005,80.1279,SIP
INV0020,119551,2022-07-07,5000,131.0093,38.1652,SIP
INV0020,119551,2022-08-07,10000,130.4033,76.6852,SIP
INV0020,119551,2022-09-07,2000,134.1613,14.9074,SIP
INV0020,119551,2022-10-07,5000,129.4599,38.622,SIP
INV0020,119551,2022-11-07,2000,132.1114,15.1387,SIP
INV0020,119551,2022-12-07,5000,143.9159,34.7425,SIP
INV0020,119551,2023-01-07,2000,145.9481,13.7035,SIP
INV0020,119551,2023-02-07,1000,147.1921,6.7938,SIP
INV0020,119551,2023-03-07,1000,148.1782,6.7486,SIP
INV0020,119551,2023-04-07,1000,152.6631,6.5504,SIP
INV0020,119551,2023-05-07,2000,164.5828,12.1519,SIP
INV0020,119551,2023-06-07,5000,171.3529,29.1795,SIP
INV0020,119551,2023-07-07,10000,166.4297,60.0854,SIP
INV0020,119551,2023-08-07,10000,169.9164,58.8525,SIP
INV0020,119551,2023-09-07,2000,169.7675,11.7808,SIP
INV0020,119551,2023-10-07,2000,169.4823,11.8006,SIP
INV0020,119551,2023-11-07,2000,177.0761,11.2946,SIP
INV0020,119551,2023-12-07,2000,175.2638,11.4114,SIP
INV0020,119551,2024-01-07,10000,180.7532,55.3241,SIP
INV0020,119551,2024-02-07,5000,180.1642,27.7525,SIP
INV0020,119551,2024-03-07,10000,182.6809,54.7403,SIP
INV0021,119551,2022-01-25,1000,99.6824,10.0319,SIP
INV0021,119551,2022-02-25,1000,104.351,9.583,SIP
INV0021,119551,2022-03-25,2000,104.3793,19.1609,SIP
INV0021,119551,2022-04-25,10000,107.8514,92.7202,SIP
INV0021,119551,2022-05-25,5000,113.4733,44.0632,SIP
INV0021,119551,2022-06-25,10000,124.8005,80.1279,SIP
INV0021,119551,2022-07-25,5000,131.0093,38.1652,SIP
INV0021,119551,2022-08-25,5000,130.4033,38.3426,SIP
INV0021,119551,2022-09-25,2000,134.1613,14.9074,SIP
INV0021,119551,2022-10-25,5000,129.4599,38.622,SIP
INV0021,119551,2022-11-25,10000,132.1114,75.6937,SIP
INV0021,119551,2022-12-25,10000,143.9159,69.485,SIP
INV0021,119551,2023-01-25,1000,145.9481,6.8518,SIP
INV0021,119551,2023-02-25,5000,147.1921,33.9692,SIP
INV0021,119551,2023-03-25,2000,148.1782,13.4973,SIP
INV0021,119551,2023-04-25,2000,152.6631,13.1007,SIP
INV0021,119551,2023-05-25,10000,164.5828,60.7597,SIP
INV0021,119551,2023-06-25,5000,171.3529,29.1795,SIP
INV0021,119551,2023-07-25,2000,166.4297,12.0171,SIP
INV0021,119551,2023-08-25,5000,169.9164,29.4262,SIP
INV0021,119551,2023-09-25,5000,169.7675,29.452,SIP
INV0021,119551,2023-10-25,1000,169.4823,5.9003,SIP
INV0021,119551,2023-11-25,2000,177.0761,11.2946,SIP
INV0021,119551,2023-12-25,1000,175.2638,5.7057,SIP
INV0021,119551,2024-01-25,2000,180.7532,11.0648,SIP
